event-id;time;long;lat;height-above-ellipsoid
250707121;2013-10-04 09:00:12.000;16.3658257;12.4356526;
250707120;2013-10-04 10:30:40.000;16.3655251;12.4356983;139.0
250744288;2013-10-04 12:01:00.000;16.2876303;12.5695444;148.7
250744287;2013-10-04 13:30:03.000;16.2986049;12.530700399999999;138.7
250744286;2013-10-04 15:00:09.000;16.327586099999998;12.613297;266.4
250744285;2013-10-04 16:30:13.000;16.2811242;12.6187717;329.6
250744284;2013-10-04 18:00:29.000;16.2802538;12.617877;458.8
250772439;2013-10-05 04:30:09.000;16.2806264;12.6185874;741.1
250772438;2013-10-05 06:05:38.000;16.324206099999998;12.5728001;540.5
250772437;2013-10-05 07:30:05.000;16.3221422;12.5599604;536.7
250772436;2013-10-05 09:00:28.000;16.3622734;12.4355959;488.6
250772435;2013-10-05 10:30:21.000;16.3622755;12.4355994;396.1
250963465;2013-10-05 12:01:14.000;16.3618417;12.4361249;221.3
250963464;2013-10-05 13:30:33.000;16.3615186;12.4362248;
250963463;2013-10-05 15:00:11.000;16.3619059;12.4362294;114.3
250963462;2013-10-05 16:30:16.000;16.361965899999998;12.436241599999999;143.4
250963461;2013-10-05 18:00:57.000;16.3619696;12.4364496;119.0
250972768;2013-10-06 04:30:10.000;16.3615912;12.4362401;110.2
250972767;2013-10-06 06:00:08.000;16.354534;12.3786791;113.8
250972766;2013-10-06 07:30:16.000;16.3522477;12.378274;104.0
250972765;2013-10-06 09:00:13.000;16.1571325;12.478554599999999;128.1
250972764;2013-10-06 10:32:29.000;16.052944999999998;12.4713572;357.2
251216063;2013-10-06 12:01:04.000;16.045970099999998;12.4713458;341.9
251216062;2013-10-06 13:30:15.000;16.1348941;12.397133;185.1
251216061;2013-10-06 15:00:08.000;16.4631364;12.6527809;72.3
251216060;2013-10-06 16:35:40.000;16.4502106;12.6620408;79.8
251216059;2013-10-06 18:00:19.000;16.456346399999997;12.6605786;67.2
251260108;2013-10-07 04:30:15.000;16.4550858;12.659742999999999;59.8
251260107;2013-10-07 06:00:39.000;16.461362599999998;12.6615412;65.7
251260106;2013-10-07 07:30:09.000;16.4576492;12.661600499999999;64.0
251260105;2013-10-07 09:01:42.000;16.454904;12.6499799;-9.3
251260104;2013-10-07 10:31:07.000;16.478307;12.5731688;58.6
251495858;2013-10-08 04:30:12.000;16.5019809;12.5674871;
251495857;2013-10-08 06:00:45.000;16.525821999999998;12.576107499999999;73.1
251495856;2013-10-08 07:30:15.000;16.4948464;12.6113105;76.7
251495855;2013-10-08 09:00:13.000;16.4895131;12.636886299999999;75.4
251495854;2013-10-08 10:30:17.000;16.4771028;12.570179099999999;62.8
251514290;2013-10-08 12:02:21.000;16.4546206;12.655939199999999;
251514289;2013-10-08 13:31:45.000;16.4914237;12.6990862;66.2
251514288;2013-10-08 15:00:07.000;16.404920999999998;12.699597299999999;62.5
251514287;2013-10-08 16:30:14.000;16.404855899999998;12.7000215;
251514286;2013-10-08 18:01:09.000;16.404996099999998;12.700315;65.2
251580907;2013-10-09 04:30:10.000;16.413302599999998;12.6908969;
251580906;2013-10-09 06:00:39.000;16.452381;12.6727558;76.4
251580905;2013-10-09 07:30:06.000;16.4515337;12.6639103;80.3
251580904;2013-10-09 09:01:19.000;16.459608499999998;12.662469;42.7
251580903;2013-10-09 10:32:43.000;16.4746855;12.5717214;77.5
251920402;2013-10-09 12:00:16.000;16.474711499999998;12.571763299999999;89.1
251920401;2013-10-09 13:32:00.000;16.472261;12.5812808;136.9
251920400;2013-10-09 15:02:06.000;16.511124199999998;12.667845199999999;29.5
251920399;2013-10-09 16:30:15.000;16.604757;12.6852048;66.9
251920398;2013-10-09 18:00:59.000;16.6047617;12.6851609;
251947055;2013-10-10 04:30:09.000;16.6046876;12.6851872;53.7
251947054;2013-10-10 06:00:40.000;16.5912146;12.6792641;23.3
251947053;2013-10-10 07:30:13.000;16.5933976;12.6824684;63.1
251947052;2013-10-10 09:00:11.000;16.480583499999998;12.5736028;65.9
251947051;2013-10-10 10:34:09.000;16.4805973;12.5736934;59.4
252159567;2013-10-10 12:01:45.000;16.591413799999998;12.688761399999999;62.3
252159566;2013-10-10 13:35:15.000;16.6442519;12.647523999999999;63.4
252159565;2013-10-10 15:05:10.000;16.4768498;12.5723608;-17.5
252159564;2013-10-10 16:35:15.000;16.476825299999998;12.5723945;8.6
252159563;2013-10-10 18:00:58.000;16.4776976;12.5722942;48.9
252176416;2013-10-11 04:30:12.000;16.4869695;12.579410099999999;52.0
252176415;2013-10-11 06:00:10.000;16.5935508;12.5925561;92.3
252176414;2013-10-11 07:32:04.000;16.5965187;12.5859408;79.1
252176413;2013-10-11 09:02:03.000;16.5582706;12.5620196;106.2
252176412;2013-10-11 10:30:20.000;16.5616435;12.5594384;71.5
252278648;2013-10-11 12:01:00.000;16.562165999999998;12.5598422;56.7
252278647;2013-10-11 13:30:21.000;16.6503542;12.679539799999999;-19.3
252278646;2013-10-11 15:00:14.000;16.4796651;12.5704537;75.6
252278645;2013-10-11 16:30:23.000;16.4796351;12.5705511;49.3
252278644;2013-10-11 18:00:26.000;16.4796416;12.570834;
252381031;2013-10-12 04:30:22.000;16.5310009;12.5892679;83.1
252381030;2013-10-12 06:00:10.000;16.6053076;12.602103;100.0
252381029;2013-10-12 07:30:08.000;16.60435;12.603773799999999;61.7
252381028;2013-10-12 09:01:39.000;16.4776967;12.5811955;43.0
252381027;2013-10-12 10:30:19.000;16.4775387;12.5811189;56.5
252386251;2013-10-12 12:00:10.000;16.4775563;12.581012399999999;67.9
252386250;2013-10-12 13:35:16.000;16.6015235;12.617576999999999;60.1
252386249;2013-10-12 15:00:11.000;16.5399517;12.608313299999999;67.0
252386248;2013-10-12 16:30:16.000;16.480109499999998;12.5736697;77.0
252386247;2013-10-12 18:00:58.000;16.479192899999997;12.573187299999999;65.4
252399938;2013-10-13 04:30:16.000;16.488542199999998;12.5790562;62.0
252399937;2013-10-13 06:00:45.000;16.5858147;12.604425299999999;77.5
252399936;2013-10-13 07:30:16.000;16.6032784;12.6166687;58.5
252399935;2013-10-13 09:00:52.000;16.6029271;12.6160573;56.5
252399934;2013-10-13 10:31:20.000;16.635040399999998;12.6103585;62.4
252403270;2013-10-13 12:05:22.000;16.6094839;12.6063301;77.6
252403269;2013-10-13 13:30:24.000;16.4789551;12.5731483;76.0
252403268;2013-10-13 15:00:23.000;16.4789821;12.573143499999999;58.2
252403267;2013-10-13 16:30:12.000;16.4780786;12.5716583;68.8
252403266;2013-10-13 18:00:27.000;16.4781475;12.571976999999999;65.0
252470046;2013-10-14 04:30:11.000;16.4780202;12.5719836;64.8
252470045;2013-10-14 06:00:45.000;16.5884401;12.5969223;71.2
252470044;2013-10-14 07:30:06.000;16.606858199999998;12.6095408;83.7
252470043;2013-10-14 09:02:00.000;16.6067528;12.609506;49.0
